comment video_id video_name playlist_name comment_id annotator_openaichat_v0_setup annotator_openaichat_v8_confusion annotator_openaichat_v74_pedagogy
"nice explanation..thanks" IkbkEtOOC1Y "16. Markov Chains I" "6.041 Probabilistic Systems Analysis and Applied Probability" 14034.0 0.0 0.0 0.0
"35:35 He seems to claim that positive definite matrices must be symmetric. But that' cant be true.. [2,0;2,2] is positive definite but not symmetric!" UCc9q_cAhho "25. Symmetric Matrices and Positive Definiteness" "MIT 18.06 Linear Algebra, Spring 2005" 1014.0 0.0 1.0 0.0
"If anyone manages to see this, should I have done differential equations by now; or not? Also, before differential equations, should I do calculus 3/multivariate calculus; or differential equations first?
Thanks to anyone who responds and I hope you have had a lovely day so far!" IZqwi0wJovM "23. Differential Equations and exp(At)" "MIT 18.06 Linear Algebra, Spring 2005" 6498.0 0.0 1.0 0.0
"i LOVE multivariable calculus!!" sr7kCpzAuYw "Lec 32: Stokes' theorem (cont.); review | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 13322.0 0.0 0.0 0.0
"1:42 i wonder what life-story the two pink-heads on the bottom left are cooking up.." j9WZyLZCBzs "1. Probability Models and Axioms" "6.041 Probabilistic Systems Analysis and Applied Probability" 599.0 0.0 0.0 0.0
"Why du*dv = 5*dx*dy ? 'A' region is a rectangle but A' is a parallelogram and its area is not du*dv ..." UZb9hZIAvL4 "Lec 18: Change of variables | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 11858.0 0.0 1.0 0.0
"at time 44:38, c f(x) > alpha implies f(x) > alpha/c only if c>0. If c<0 it becomes f(x) < alpha/c" ETmIxkbTm3I "Lecture 9: Lebesgue Measurable Functions" "MIT 18.102 Introduction to Functional Analysis, Spring 2021" 12479.0 0.0 1.0 0.0
"Im a bit confused when he talked that the gradient vector is perpendicular to the circle x^2 + y^2 = c ? did he mean that it's perpendicular to the tangent of the circle. And is that vector's direction parallel to the xy plane ?" 2XraaWefBd8 "Lec 12: Gradient; directional derivative; tangent plane | MIT 18.02 Multivariable Calculus, Fall 07" "MIT 18.02 Multivariable Calculus, Fall 2007" 6567.0 0.0 1.0 0.0
"I wonder what rally was going on..." cdZnhQjJu4I "21. Eigenvalues and Eigenvectors" "MIT 18.06 Linear Algebra, Spring 2005" 6248.0 0.0 0.0 0.0
"32:25 there is an error. Is not (1+1/2 u) but (1-1/2 u)" BSAA0akmPEU "Lec 9 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 930.0 0.0 1.0 0.0
"45:30 second approach to find SVD" rYz83XPxiZo "6. Singular Value Decomposition (SVD)" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 1255.0 0.0 1.0 0.0
"Thank you so much!!" RWvi4Vx4CDc "34. Final Course Review" "MIT 18.06 Linear Algebra, Spring 2005" 9390.0 0.0 0.0 0.0
"I love these vids... but why do they cheer whenever he erases the board?" 44R5HgbrUmc "Lec 25: Triple integrals in rectangular & cylindrical | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 5799.0 1.0 0.0 0.0
"Magnitude of cross product is the area..
But how do I find the magnitude of a vector that has three components
i,j,k?" 9FLItlbBUPY "Lec 2: Determinants; cross product | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 7563.0 0.0 1.0 0.0
"where is lecture 10" VPZD_aij8H0 "1. Introduction to Statistics" "MIT 18.650 Statistics for Applications, Fall 2016" 15237.0 0.0 0.0 0.0
"Beta distribution can be bimodal when both a and b are less than 1." bFZ-0FH5hfs "17. Bayesian Statistics" "MIT 18.650 Statistics for Applications, Fall 2016" 2884.0 0.0 1.0 0.0
"@GaolisVideoLog ..obviously you're still stuck up thinking like a modern day cavemen..you should atleast check out some of the very same teachings done by ""idiots in indian colleges by indian professors""..not that everyone follows the same way of teaching..but you know what I meant..( type in ITT madras""..)..Goodluck cavemen :)" 7K1sB05pE0A "Lec 1 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 1623.0 0.0 0.0 0.0
"same here." BGE3wb7H2PA "Lec 33 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 14279.0 0.0 0.0 0.0
"all points of the nullspace are shifted by the vector x-particular" 9Q1q7s1jTzU "8. Solving Ax = b: Row Reduced Form R" "MIT 18.06 Linear Algebra, Spring 2005" 12324.0 0.0 0.0 0.0
"This lecture is the greatest one ever" Ts3o2I8_Mxc "30. Linear Transformations and Their Matrices" "MIT 18.06 Linear Algebra, Spring 2005" 10813.0 0.0 0.0 0.0
"Oh how I wish my Linear Algebra professor had been this clear !!  Thank you! Thank you! Thank you!" JibVXBElKL0 "5. Transposes, Permutations, Spaces R^n" "MIT 18.06 Linear Algebra, Spring 2005" 8009.0 0.0 0.0 0.0
"I have passed enough math and other subject exams.i quit class because other students and lecturers are crazy" FX4C-JpTFgY "3. Multiplication and Inverse Matrices" "MIT 18.06 Linear Algebra, Spring 2005" 5550.0 0.0 0.0 0.0
"Instead of using the double angle formula and expanding the square he could've used complex exponentials to linearize cos theta to the fourth, right?" YP_B0AapU0c "Lec 16: Double integrals | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 6716.0 0.0 1.0 0.0
"Someone get that gent a chair and a overhead projector." C_W1adH-NVE "2. Introduction to Statistics (cont.)" "MIT 18.650 Statistics for Applications, Fall 2016" 8834.0 1.0 0.0 0.0
"Can somebody please explain why they're called E21 and E32?" QVKj3LADCnA "2. Elimination with Matrices." "MIT 18.06 Linear Algebra, Spring 2005" 3065.0 0.0 1.0 0.0
"Can anyone tell me how the professor prove row rank = column rank? I am confused. I think the professor just gives a specific example, not a proof." YiqIkSHSmyc "Lecture 1: The Column Space of A Contains All Vectors Ax" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 3045.0 0.0 1.0 1.0
"This is another fine lecture on inverses. This the first time that I have seen Left, Right and Pseudoinverses in a linear algebra class. I really learned these topics from DR. Strang. These topics are important in linear algebra, signal and systems theory and control engineering." Go2aLo7ZOlU "33. Left and Right Inverses; Pseudoinverse" "MIT 18.06 Linear Algebra, Spring 2005" 10636.0 0.0 0.0 1.0
"wow this is leaps and bounds better explained than my university teacher" oNsscmUwjMU "2. Nondeterminism, Closure Properties, Conversion of Regular Expressions to FA" "MIT 18.404J Theory of Computation, Fall 2020" 15423.0 0.0 0.0 0.0
"For all of you who made it to this point in this great course I recommend watching this short serie before taking the final reviews. Full of graphics with some good aha moments. https://www.youtube.com/watch?v=fNk_zzaMoSs&list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab" Go2aLo7ZOlU "33. Left and Right Inverses; Pseudoinverse" "MIT 18.06 Linear Algebra, Spring 2005" 3849.0 0.0 0.0 0.0
"15:00 , You had lunch. you are strong. LOVE Prof." XhSk_Lw2X_U "14. Low Rank Changes in A and Its Inverse" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 443.0 0.0 0.0 0.0
"What's the difference between the two texts ,one shown by the sir and ""linear algebra and it's applications""?" J7DzL2_Na80 "1. The Geometry of Linear Equations" "MIT 18.06 Linear Algebra, Spring 2005" 11579.0 0.0 1.0 0.0
"For those who are confusing about the deviation process for (A+UV^T)^-1, please check this website of wikipedia:  https://en.wikipedia.org/wiki/Sherman%E2%80%93Morrison_formula" XhSk_Lw2X_U "14. Low Rank Changes in A and Its Inverse" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 3911.0 0.0 1.0 0.0
"The first terms in part d and f of the examples should be weighted with the probability that scenario 1 occurs, right?" XsYXACeIklU "15. Poisson Process II" "6.041 Probabilistic Systems Analysis and Applied Probability" 10111.0 0.0 1.0 0.0
"Sir  speed cannot be zero so  how will you come to -20m/s" ryLdyDrBfvI "Lec 2 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 8686.0 0.0 1.0 0.0
"Strang is love" RWvi4Vx4CDc "34. Final Course Review" "MIT 18.06 Linear Algebra, Spring 2005" 8909.0 0.0 0.0 0.0
"Such a fantastic series. He breaks everything down so clearly. It also amazes me how fast they cover the material." _JXPe2J069c "Lec 21 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 8924.0 0.0 0.0 0.0
"I believe we live in a simulation now." 3MOahpLxj6A "5. Discrete Random Variables I" "6.041 Probabilistic Systems Analysis and Applied Probability" 5174.0 0.0 0.0 0.0
"April 2018?" eHJuAByQf5A "Lec 7: Exam 1 review | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 2519.0 0.0 0.0 0.0
"The proofs that the limit of sin x/x and (1-cos x)/x tend to 1 and 0, respectively, as x approaches 0 could have been rigorously shown using the squeeze theorem. But, at this point, they haven't been introduced to the squeeze theorem yet." kCPVBl953eY "Lec 3 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 10261.0 0.0 0.0 1.0
"@sacredsoma The lector doesn't explain it, but in that part he is working with one of the several definitions of the Poisson process, in which the process is defined as  a Lévy process. Deep knowledge of mathematical analysis, specifically measure theory, is required to understand these infitesimal properties of Lévy processes, that's why he doesn't say much about those second order terms." jsqSScywvMc "14. Poisson Process I" "6.041 Probabilistic Systems Analysis and Applied Probability" 1995.0 0.0 0.0 0.0
"vector spaces and subspaces are the most fundamentally important concepts of linear algebra to build a good foundation...no one is in class.." JibVXBElKL0 "5. Transposes, Permutations, Spaces R^n" "MIT 18.06 Linear Algebra, Spring 2005" 14994.0 0.0 0.0 0.0
"He completely changed my view on linear algebra. The whole thing is just amazing!" 6-wh6yvk6uc "12. Graphs, Networks, Incidence Matrices" "MIT 18.06 Linear Algebra, Spring 2005" 4467.0 0.0 0.0 0.0
"Fuck you, racist" TpWQlKHPyJ4 "Lec 31 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 3946.0 0.0 0.0 0.0
"Happy the videos are coming again. I want to go to MIT for graduate school" hjZhPczMkL4 "Lec 18 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 4422.0 0.0 0.0 0.0
"What level is it? i am from switzerland and i need to repeat all the calculus for myself again, therefore i am looking for playlist just like that. :)" 7K1sB05pE0A "Lec 1 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 11549.0 0.0 0.0 0.0
Thanksgiving! _JXPe2J069c "Lec 21 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 9858.0 0.0 0.0 0.0
"last one is awesome proof." kCPVBl953eY "Lec 3 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 13759.0 0.0 0.0 0.0
"well i did .
before watching this video ." 1RLctDS2hUQ "Lec 19 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 15090.0 0.0 0.0 0.0
"Inputting 100 cubic centimeters and 1 cubic meter yielded different answers because _the inputs were different._

One cubic meter equals one million cubic centimeters because we're calculating in the 3rd dimension. In the 2nd dimension, one square meter equals ten thousand square centimeters, and in the 1st dimension, one meter does equal one hundred centimeters.

When converting units in higher dimensions, you _square or cube the conversion factor._" ShGBRUx2ub8 "Lec 22 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 6712.0 0.0 0.0 1.0
"Thanks sooo much!!" dK3NEf13nPc "Lec 8: Level curves; partial derivatives; tangent plane | MIT 18.02 Multivariable Calculus, Fall 07" "MIT 18.02 Multivariable Calculus, Fall 2007" 9794.0 0.0 0.0 0.0
"Prof. Strang is amazing because he weighs his words...doeesn’t fill the leecture with combinations of thhe same ideas inn different words." 8o5Cmfpeo6g "6. Column Space and Nullspace" "MIT 18.06 Linear Algebra, Spring 2005" 8305.0 0.0 0.0 0.0
56:00 Xn8wL2ItzZw "Lecture 9: Limsup, Liminf, and the Bolzano-Weierstrass Theorem" "MIT 18.100A Real Analysis, Fall 2020" 1351.0 0.0 0.0 0.0
"@fermixx he did it without the drawing... he drew the bounds.... and the way he figured the second bound drawing he did was just plug in the x y points into the substitution equations he made for u v..." UZb9hZIAvL4 "Lec 18: Change of variables | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 1837.0 0.0 0.0 0.0
"Audio channels fixed!" TSdXJw83kyA "28. Similar Matrices and Jordan Form" "MIT 18.06 Linear Algebra, Spring 2005" 2737.0 0.0 0.0 0.0
"This course has something against the left ear." 2IdtqGM6KWU "11. Matrix Spaces; Rank 1; Small World Graphs" "MIT 18.06 Linear Algebra, Spring 2005" 10488.0 0.0 0.0 0.0
"Thank you, professor. Also, [https://en.wikipedia.org/wiki/Otto_Hesse] -- This is how the Hessian came into the picture, as you I am certain already knew ;)" nvXRJIBOREc "Lecture 21: Minimizing a Function Step by Step" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 9528.0 0.0 0.0 0.0
"Am I the only one who thinks that his writing on the board is very efficient and clear?" PxCxlsl_YwY "Lec 1: Dot product | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 2340.0 1.0 0.0 0.0
"all the properties of determinants are like his little babies for Prof.Strang. He cants choose one over the other, they are all key properties :)." srxexLishgY "18. Properties of Determinants" "MIT 18.06 Linear Algebra, Spring 2005" 12326.0 0.0 0.0 0.0
"Respect Mr Auroux. Watched the entire series, camera man is the worst, chalk quality is amazing, very good explanation. Thanks MIT." 24v9onS9Kcg "Lec 35: Final review (cont.) | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 8555.0 1.0 0.0 0.0
"Too bad i hate the chalk sound on the board." PxCxlsl_YwY "Lec 1: Dot product | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 11058.0 1.0 0.0 0.0
"Excellent accent" 1jDBM9UM9xk "21. Bayesian Statistical Inference I" "6.041 Probabilistic Systems Analysis and Applied Probability" 3634.0 0.0 0.0 0.0
"it seems the S-M-W formula he presented has a typo. It is plus, not a minus." XhSk_Lw2X_U "14. Low Rank Changes in A and Its Inverse" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 13681.0 0.0 1.0 0.0
"@ShaneHayes123 I'm 17 and on my second year of uni, physics...what's your point? :O " 7K1sB05pE0A "Lec 1 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 1720.0 0.0 0.0 0.0
"While deriving distribution of time until kth arrival, it appears we have assumed that there will never be two arrivals in succession..! Does the argument change any bit if this assumption doesn't hold..? More so are we really correct to assume this at the first place?" gMTiAeE0NCw "13. Bernoulli Process" "6.041 Probabilistic Systems Analysis and Applied Probability" 11720.0 0.0 1.0 0.0
"How do we find x(t) , y(t), and z(t)
For a given three vectors?" 57jzPlxf4fk "Lec 5: Parametric equations for lines and curves | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 4851.0 0.0 1.0 0.0
"these are new things in math , im very excited to see this" feb9j65Iz4w "24. Linear Programming and Two-Person Games" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 14770.0 0.0 0.0 0.0
"how does his theorem in 30:55 mean that the MLE just going to be an average?" JTbZP0yt9qc "6. Maximum Likelihood Estimation (cont.) and the Method of Moments" "MIT 18.650 Statistics for Applications, Fall 2016" 13228.0 0.0 1.0 0.0
"I like this trick (a^T*b / a^T*a) * a = a * (a^T*b / a^T*a) = (a * a^T) / (a^T * a) * b = P * b." Y_Ac6KiQ1t0 "15. Projections onto Subspaces" "MIT 18.06 Linear Algebra, Spring 2005" 5693.0 0.0 0.0 0.0
